cells,compiler,completed,completion_ci95_high,completion_ci95_low,completion_rate,factor,gates_ci95_high,gates_ci95_low,gates_mean,level,runtime_s_ci95_high,runtime_s_ci95_low,runtime_s_mean
7,phase_polynomial_reference,7,1.0,0.6456611570247934,1.0,m,72.0,72.0,72.0,48,0.0896966226416117,0.08711652021553117,0.08840657142857143
7,qiskit_opt3,6,0.9743210440510253,0.48686549668097007,0.8571428571428571,m,308.9157852884532,39.08421471154682,174.0,48,0.10213862042898314,0.09823437957101686,0.1001865
7,tket_paulisimp,7,1.0,0.6456611570247934,1.0,m,396.34285714285716,387.9428571428572,392.14285714285717,48,0.4417223090614545,0.43027426236711697,0.4359982857142857
7,pyzx_full_reduce,7,1.0,0.6456611570247934,1.0,m,374.0,374.0,374.0,48,0.3050802148716718,0.2635394994140424,0.2843098571428571
7,semantic_reference,7,1.0,0.6456611570247934,1.0,m,96.0,96.0,96.0,64,0.08761084825063509,0.08559629460650778,0.08660357142857143
7,phase_polynomial_reference,7,1.0,0.6456611570247934,1.0,m,96.0,96.0,96.0,64,0.08780542681998554,0.08667143032287161,0.08723842857142858
7,qiskit_opt3,6,0.9743210440510253,0.48686549668097007,0.8571428571428571,m,221.5550687847109,79.44493121528909,150.5,64,0.09984229028864397,0.09812037637802268,0.09898133333333332
7,tket_paulisimp,7,1.0,0.6456611570247934,1.0,m,562.3771428571429,543.3371428571429,552.8571428571429,64,0.46822316503435624,0.45742912067992947,0.46282614285714285
7,pyzx_full_reduce,7,1.0,0.6456611570247934,1.0,m,612.0,612.0,612.0,64,0.3539007141477088,0.33179728585229123,0.342849
35,semantic_reference,35,1.0,0.9010957324106112,1.0,r,47.65251663476313,26.74748336523687,37.2,2,0.08891763905950804,0.08404681808334909,0.08648222857142857
35,phase_polynomial_reference,35,1.0,0.9010957324106112,1.0,r,47.65251663476313,26.74748336523687,37.2,2,0.09127613755902568,0.08483180529811717,0.08805397142857142
35,qiskit_opt3,32,0.970418168994703,0.7762040092883747,0.9142857142857143,r,61.26214591756221,30.237854082437792,45.75,2,0.09949514563310391,0.09550397936689609,0.0974995625
35,tket_paulisimp,35,1.0,0.9010957324106112,1.0,r,366.69201050494195,162.5079894950581,264.6,2,0.4455966078968366,0.37231053496030636,0.40895357142857147
35,pyzx_full_reduce,35,1.0,0.9010957324106112,1.0,r,1205.8398473193583,346.16015268064154,776.0,2,0.4598458545447759,0.25948528831236695,0.3596655714285714
35,semantic_reference,35,1.0,0.9010957324106112,1.0,r,55.78031787005659,33.019682129943405,44.4,4,0.08593922527701249,0.08486843186584465,0.08540382857142857
35,phase_polynomial_reference,35,1.0,0.9010957324106112,1.0,r,55.78031787005659,33.019682129943405,44.4,4,0.08630677999198441,0.08514070572230131,0.08572374285714286
35,qiskit_opt3,32,0.970418168994703,0.7762040092883747,0.9142857142857143,r,95.00440767324224,39.933092326757766,67.46875,4,0.09793312656860952,0.09660393593139048,0.09726853125
35,tket_paulisimp,35,1.0,0.9010957324106112,1.0,r,366.96636511936777,221.6622063092036,294.3142857142857,4,0.4229997511474801,0.3748132202810913,0.3989064857142857
35,pyzx_full_reduce,35,1.0,0.9010957324106112,1.0,r,796.8394312010295,317.5605687989706,557.2,4,0.33193115179195914,0.2557078196366123,0.29381948571428573
35,semantic_reference,35,1.0,0.9010957324106112,1.0,r,40.382785700931755,25.617214299068248,33.0,8,0.08616489196936195,0.08529847945920949,0.08573168571428572
35,phase_polynomial_reference,35,1.0,0.9010957324106112,1.0,r,40.382785700931755,25.617214299068248,33.0,8,0.08761116362110609,0.08561837923603678,0.08661477142857144
35,qiskit_opt3,32,0.970418168994703,0.7762040092883747,0.9142857142857143,r,123.99313695846467,48.75686304153532,86.375,8,0.10854923564119258,0.09423963935880743,0.1013944375
35,tket_paulisimp,35,1.0,0.9010957324106112,1.0,r,209.72493514362733,129.30363628494408,169.5142857142857,8,0.3867271597136506,0.34689906885777794,0.3668131142857143
35,pyzx_full_reduce,35,1.0,0.9010957324106112,1.0,r,292.02713860289816,204.37286139710181,248.2,8,0.26670818753688336,0.24244632674883101,0.25457725714285717
35,semantic_reference,35,1.0,0.9010957324106112,1.0,K,47.65251663476313,26.74748336523687,37.2,4,0.08547279861457141,0.08441074424257144,0.08494177142857143
35,phase_polynomial_reference,35,1.0,0.9010957324106112,1.0,K,47.65251663476313,26.74748336523687,37.2,4,0.08835089563738441,0.08410693293404417,0.08622891428571429
35,qiskit_opt3,31,0.9546489414551025,0.7404820521187976,0.8857142857142857,K,86.45707959262919,33.93001718156436,60.193548387096776,4,0.09729023114492275,0.09574525272604498,0.09651774193548386
35,tket_paulisimp,35,1.0,0.9010957324106112,1.0,K,285.8120209181577,163.1594076532709,224.4857142857143,4,0.4070890203076253,0.3623396654066604,0.38471434285714284
35,pyzx_full_reduce,35,1.0,0.9010957324106112,1.0,K,329.7751767018949,186.2248232981051,258.0,4,0.26141517617632104,0.22622933810939325,0.24382225714285713
35,semantic_reference,35,1.0,0.9010957324106112,1.0,K,54.29757549540024,30.90242450459976,42.6,8,0.08955224041951279,0.08474684529477294,0.08714954285714287
35,phase_polynomial_reference,35,1.0,0.9010957324106112,1.0,K,54.29757549540024,30.90242450459976,42.6,8,0.0906502979930035,0.08541153057842507,0.08803091428571429
35,qiskit_opt3,33,0.984187170385956,0.8139261926062996,0.9428571428571428,K,96.13558602556313,45.86441397443687,71.0,8,0.1090000984413752,0.09479456822529145,0.10189733333333333
35,tket_paulisimp,35,1.0,0.9010957324106112,1.0,K,428.2763110755219,209.26654606733518,318.77142857142854,8,0.44647580589409136,0.3678380798201944,0.4071569428571429
35,pyzx_full_reduce,35,1.0,0.9010957324106112,1.0,K,1556.2482992495134,673.7517007504865,1115.0,8,0.525986887525964,0.33541728390260744,0.43070208571428575
35,semantic_reference,35,1.0,0.9010957324106112,1.0,K,41.947640202933286,27.65235979706671,34.8,16,0.08587854483043804,0.0851743123124191,0.08552642857142857
35,phase_polynomial_reference,35,1.0,0.9010957324106112,1.0,K,41.947640202933286,27.65235979706671,34.8,16,0.08676918476325357,0.08549612952246072,0.08613265714285714
35,qiskit_opt3,32,0.970418168994703,0.7762040092883747,0.9142857142857143,K,102.55164882822075,33.573351171779244,68.0625,16,0.09838561470068176,0.09677307279931825,0.09757934375
35,tket_paulisimp,35,1.0,0.9010957324106112,1.0,K,223.3927576584249,146.95009948443226,185.17142857142858,16,0.40127337499406085,0.36433039643451054,0.3828018857142857
35,pyzx_full_reduce,35,1.0,0.9010957324106112,1.0,K,246.34011122189037,170.45988877810964,208.4,16,0.2435807714911137,0.22349517136602912,0.2335379714285714
14,semantic_reference,14,1.0,0.7846829880728186,1.0,density_realized,23.83868359605978,9.16131640394022,16.5,0.25,0.08448195278145787,0.08299376150425644,0.08373785714285716
14,phase_polynomial_reference,14,1.0,0.7846829880728186,1.0,density_realized,23.83868359605978,9.16131640394022,16.5,0.25,0.0846926461456994,0.08278692528287206,0.08373978571428572
14,qiskit_opt3,13,0.9872781138877085,0.6853073044604219,0.9285714285714286,density_realized,27.219106508058765,8.319355030402775,17.76923076923077,0.25,0.0958247481697216,0.09380463644566302,0.09481469230769231
14,tket_paulisimp,14,1.0,0.7846829880728186,1.0,density_realized,222.98247238794204,89.16038475491511,156.07142857142858,0.25,0.37409547162113155,0.29474595695029704,0.3344207142857143
14,pyzx_full_reduce,14,1.0,0.7846829880728186,1.0,density_realized,106.38817463419383,40.61182536580616,73.5,0.25,0.21646016958747902,0.2039025446982353,0.21018135714285716
7,semantic_reference,7,1.0,0.6456611570247934,1.0,density_realized,6.0,6.0,6.0,0.3333333333333333,0.08620965750392073,0.08457005678179355,0.08538985714285714
7,phase_polynomial_reference,7,1.0,0.6456611570247934,1.0,density_realized,6.0,6.0,6.0,0.3333333333333333,0.0859194922137338,0.08403107921483763,0.08497528571428571
7,qiskit_opt3,7,1.0,0.6456611570247934,1.0,density_realized,6.0,6.0,6.0,0.3333333333333333,0.09708230890142334,0.09597169109857666,0.096527
7,tket_paulisimp,7,1.0,0.6456611570247934,1.0,density_realized,48.0,48.0,48.0,0.3333333333333333,0.27969368036918846,0.2743868910593829,0.2770402857142857
7,pyzx_full_reduce,7,1.0,0.6456611570247934,1.0,density_realized,26.0,26.0,26.0,0.3333333333333333,0.212879824905182,0.20624017509481798,0.20956
28,semantic_reference,28,1.0,0.8793527963418923,1.0,density_realized,65.03736282743172,39.96263717256828,52.5,0.5,0.08610801236208526,0.08484584478077187,0.08547692857142856
28,phase_polynomial_reference,28,1.0,0.8793527963418923,1.0,density_realized,65.03736282743172,39.96263717256828,52.5,0.5,0.08755305453275954,0.08568530261009759,0.08661917857142856
28,qiskit_opt3,26,0.9801883525522292,0.7735426157408214,0.9285714285714286,density_realized,130.9395894247071,45.59887211375446,88.26923076923077,0.5,0.0992332561787004,0.097076359205915,0.0981548076923077
28,tket_paulisimp,28,1.0,0.8793527963418923,1.0,density_realized,368.37184107415794,226.12815892584206,297.25,0.5,0.43310147310504726,0.40995909832352423,0.42153028571428575
28,pyzx_full_reduce,28,1.0,0.8793527963418923,1.0,density_realized,390.1837387658547,233.81626123414532,312.0,0.5,0.2842624839833928,0.24108094458803578,0.2626717142857143
7,semantic_reference,7,1.0,0.6456611570247934,1.0,density_realized,30.0,30.0,30.0,0.7142857142857143,0.08549308262657959,0.08478120308770615,0.08513714285714287
7,phase_polynomial_reference,7,1.0,0.6456611570247934,1.0,density_realized,30.0,30.0,30.0,0.7142857142857143,0.08601692820277268,0.08513421465437018,0.08557557142857143
7,qiskit_opt3,6,0.9743210440510253,0.48686549668097007,0.8571428571428571,density_realized,49.064018174918104,27.935981825081896,38.5,0.7142857142857143,0.09659931988161033,0.09628668011838967,0.096443
7,tket_paulisimp,7,1.0,0.6456611570247934,1.0,density_realized,137.61142857142858,127.53142857142859,132.57142857142858,0.7142857142857143,0.40242920872582194,0.39265907698846375,0.39754414285714285
7,pyzx_full_reduce,7,1.0,0.6456611570247934,1.0,density_realized,178.0,178.0,178.0,0.7142857142857143,0.21788035204240644,0.21546964795759357,0.216675
14,semantic_reference,14,1.0,0.7846829880728186,1.0,density_realized,33.94622786535326,29.05377213464674,31.5,0.75,0.08544189037526591,0.08462325248187695,0.08503257142857143
14,phase_polynomial_reference,14,1.0,0.7846829880728186,1.0,density_realized,33.94622786535326,29.05377213464674,31.5,0.75,0.0928557083920769,0.08268272017935167,0.08776921428571428
14,qiskit_opt3,12,0.9599069262620787,0.600580922361363,0.8571428571428571,density_realized,110.50100270526688,23.498997294733115,67.0,0.75,0.09767541988538249,0.09626858011461752,0.096972
14,tket_paulisimp,14,1.0,0.7846829880728186,1.0,density_realized,161.46740684473895,128.3897360124039,144.92857142857142,0.75,0.40045666979805156,0.3935161873448056,0.3969864285714286
14,pyzx_full_reduce,14,1.0,0.7846829880728186,1.0,density_realized,230.03932509578803,172.96067490421197,201.5,0.75,0.23277784916958602,0.21680700797327115,0.2247924285714286
7,semantic_reference,7,1.0,0.6456611570247934,1.0,density_realized,12.0,12.0,12.0,0.8,0.08676647351027456,0.08459952648972544,0.085683
7,phase_polynomial_reference,7,1.0,0.6456611570247934,1.0,density_realized,12.0,12.0,12.0,0.8,0.08491308725450991,0.0844954841740615,0.0847042857142857
7,qiskit_opt3,7,1.0,0.6456611570247934,1.0,density_realized,36.7766474916093,10.93763822267641,23.857142857142858,0.8,0.09738972766388579,0.09550827233611422,0.09644900000000001
7,tket_paulisimp,7,1.0,0.6456611570247934,1.0,density_realized,48.0,48.0,48.0,0.8,0.27217889516608257,0.26893739054820315,0.27055814285714286
7,pyzx_full_reduce,7,1.0,0.6456611570247934,1.0,density_realized,66.0,66.0,66.0,0.8,0.21035009311136227,0.20591647831720916,0.20813328571428572
28,semantic_reference,28,1.0,0.8793527963418923,1.0,density_realized,66.30056564271493,43.199434357285064,54.75,1.0,0.09100129691202678,0.08521377451654465,0.08810753571428571
28,phase_polynomial_reference,28,1.0,0.8793527963418923,1.0,density_realized,66.30056564271493,43.199434357285064,54.75,1.0,0.0924003951161956,0.08620589059809008,0.08930314285714284
28,qiskit_opt3,25,0.9628823079452005,0.7280377463234293,0.8928571428571429,density_realized,135.4302950203734,73.92970497962662,104.68,1.0,0.11324042495923363,0.09471405504076637,0.10397724
28,tket_paulisimp,28,1.0,0.8793527963418923,1.0,density_realized,524.0698904055688,287.21582388014554,405.64285714285717,1.0,0.4842154059711271,0.4054285226003014,0.44482196428571424
28,pyzx_full_reduce,28,1.0,0.8793527963418923,1.0,density_realized,1938.642766977079,980.857233022921,1459.75,1.0,0.6027867506717602,0.38986767789966836,0.4963272142857143
21,semantic_reference,21,0.9999999999999999,0.8453561767357979,1.0,seed,18.295628385753666,7.704371614246332,13.0,20260801,0.08520272370510514,0.08373394296156154,0.08446833333333334
21,phase_polynomial_reference,21,0.9999999999999999,0.8453561767357979,1.0,seed,18.295628385753666,7.704371614246332,13.0,20260801,0.08528878609137806,0.08356207105147907,0.08442542857142857
21,qiskit_opt3,20,0.9915442305280766,0.7733018341376452,0.9523809523809523,seed,56.27657346581141,2.523426534188591,29.4,20260801,0.09648789899254799,0.09470530100745202,0.0955966
21,tket_paulisimp,21,0.9999999999999999,0.8453561767357979,1.0,seed,95.92535280094667,53.21750434191047,74.57142857142857,20260801,0.3399533998741993,0.2856362191734198,0.31279480952380956
21,pyzx_full_reduce,21,0.9999999999999999,0.8453561767357979,1.0,seed,215.26272029940367,65.403946367263,140.33333333333334,20260801,0.22617929255736435,0.20799242172834997,0.21708585714285716
21,semantic_reference,21,0.9999999999999999,0.8453561767357979,1.0,seed,26.450936104885166,19.549063895114834,23.0,20260802,0.08494067673715146,0.08403456135808664,0.08448761904761905
21,phase_polynomial_reference,21,0.9999999999999999,0.8453561767357979,1.0,seed,26.450936104885166,19.549063895114834,23.0,20260802,0.09051540650082304,0.08348726016584362,0.08700133333333333
21,qiskit_opt3,20,0.9915442305280766,0.7733018341376452,0.9523809523809523,seed,34.06100617551341,21.438993824486587,27.75,20260802,0.09803314153317884,0.09583635846682116,0.09693475
21,tket_paulisimp,21,0.9999999999999999,0.8453561767357979,1.0,seed,139.69529433656757,99.44756280628957,119.57142857142857,20260802,0.39670955319424256,0.38949473252004324,0.3931021428571429
21,pyzx_full_reduce,21,0.9999999999999999,0.8453561767357979,1.0,seed,165.51334097108463,108.48665902891537,137.0,20260802,0.21542626434381834,0.20895764041808645,0.2121919523809524
21,semantic_reference,21,0.9999999999999999,0.8453561767357979,1.0,seed,54.12868501050447,37.87131498949553,46.0,20260803,0.0860020999610358,0.08502028099134515,0.08551119047619048
21,phase_polynomial_reference,21,0.9999999999999999,0.8453561767357979,1.0,seed,54.12868501050447,37.87131498949553,46.0,20260803,0.08626187634385658,0.08543821889423865,0.08585004761904762
21,qiskit_opt3,18,0.950190782017865,0.6536350585077049,0.8571428571428571,seed,129.05537343698683,48.94462656301316,89.0,20260803,0.09814491091810096,0.09670142241523239,0.09742316666666667
21,tket_paulisimp,21,0.9999999999999999,0.8453561767357979,1.0,seed,391.06763026013016,262.170464977965,326.6190476190476,20260803,0.438979745601648,0.41253901630311385,0.4257593809523809
21,pyzx_full_reduce,21,0.9999999999999999,0.8453561767357979,1.0,seed,1127.6535476686902,412.3464523313099,770.0,20260803,0.37259838350978336,0.2618897117283119,0.3172440476190476
21,semantic_reference,21,0.9999999999999999,0.8453561767357979,1.0,seed,76.70599284984492,49.29400715015508,63.0,20260804,0.0928691878157006,0.0853065264700137,0.08908785714285715
21,phase_polynomial_reference,21,0.9999999999999999,0.8453561767357979,1.0,seed,76.70599284984492,49.29400715015508,63.0,20260804,0.09486133078671503,0.08688114540376114,0.09087123809523809
21,qiskit_opt3,19,0.9734817912030528,0.7108541613925933,0.9047619047619048,seed,172.57403117705684,73.84702145452214,123.21052631578948,20260804,0.11863792041002454,0.09454818485313336,0.10659305263157895
21,tket_paulisimp,21,0.9999999999999999,0.8453561767357979,1.0,seed,588.6150251477918,309.00402247125584,448.8095238095238,20260804,0.500469248565374,0.39784303714891167,0.44915614285714284
21,pyzx_full_reduce,21,0.9999999999999999,0.8453561767357979,1.0,seed,1931.901157554455,674.0988424455451,1303.0,20260804,0.6492149806265837,0.3728441622305592,0.5110295714285714
21,semantic_reference,21,0.9999999999999999,0.8453561767357979,1.0,seed,61.8263173227381,30.1736826772619,46.0,20260805,0.08635732416077758,0.08525848536303195,0.08580790476190477
21,phase_polynomial_reference,21,0.9999999999999999,0.8453561767357979,1.0,seed,61.8263173227381,30.1736826772619,46.0,20260805,0.0863573670207447,0.08532149012211243,0.08583942857142857
21,qiskit_opt3,19,0.9734817912030528,0.7108541613925933,0.9047619047619048,seed,102.29238121980441,34.65498720124822,68.47368421052632,20260805,0.09793396179607854,0.09655961715128987,0.0972467894736842
21,tket_paulisimp,21,0.9999999999999999,0.8453561767357979,1.0,seed,341.2949019826848,147.65747896969617,244.47619047619048,20260805,0.41204218404504395,0.3419101016692418,0.37697614285714287
21,pyzx_full_reduce,21,0.9999999999999999,0.8453561767357979,1.0,seed,388.53270525218,182.13396141448663,285.3333333333333,20260805,0.28311624176752487,0.22865528204199898,0.2558857619047619
15,semantic_reference,15,1.0,0.7961107336956521,1.0,schedule,53.80421686596287,22.595783134037138,38.2,semantic_aggregate,0.08538427514843043,0.0842598581849029,0.08482206666666667
15,phase_polynomial_reference,15,1.0,0.7961107336956521,1.0,schedule,53.80421686596287,22.595783134037138,38.2,semantic_aggregate,0.09194355857341396,0.08224937475991936,0.08709646666666666
