cells,compiler,compiler_class,completed,completion_ci95_high,completion_ci95_low,completion_rate,cx_ci95_high,cx_ci95_low,cx_mean,depth_ci95_high,depth_ci95_low,depth_mean,gates_ci95_high,gates_ci95_low,gates_mean,ir_bytes_ci95_high,ir_bytes_ci95_low,ir_bytes_mean,output_serialized_bits_ci95_high,output_serialized_bits_ci95_low,output_serialized_bits_mean,representation,rss_peak_bytes_ci95_high,rss_peak_bytes_ci95_low,rss_peak_bytes_mean,runtime_s_ci95_high,runtime_s_ci95_low,runtime_s_mean
15,tket_paulisimp,external Pauli-network/global semantic,15,1.0,0.7961107336956521,1.0,185.3675764145529,11.965756918780457,98.66666666666667,160.87464514029034,7.925354859709657,84.4,362.6579022964414,120.14209770355859,241.4,6486.9628043939,2422.503862272767,4454.733333333334,43845.06051186036,14198.672821472965,29021.866666666665,random_commuting_order,157448822.288644,142186138.77802268,149817480.53333333,0.4311079847250094,0.34870041527499057,0.3899042
15,pyzx_full_reduce,external ZX/global-IR semantic,15,1.0,0.7961107336956521,1.0,298.472747726072,4.460585607261351,151.46666666666667,478.31052204701723,-5.643855380350516,236.33333333333334,985.9111534617455,68.35551320492112,527.1333333333333,11722.33209633555,1597.0012369977821,6659.666666666667,87105.61112137948,5665.5888786205105,46385.6,random_commuting_order,111820672.47597153,110101699.79069515,110961186.13333334,0.3964158408490351,0.21012642581763158,0.30327113333333333
15,semantic_reference,instrumented semantic reference,15,1.0,0.7961107336956521,1.0,35.86947791064191,15.06385542269142,25.466666666666665,35.53880349218497,8.461196507815028,22.0,53.80421686596287,22.595783134037138,38.2,4640.8942791401805,1628.5723875264855,3134.733333333333,7863.001527746874,3458.5984722531266,5660.8,masked_share_flat,74155688.60049042,74086743.39950958,74121216.0,0.08595392077794707,0.08465181255538627,0.08530286666666667
15,phase_polynomial_reference,instrumented global phase table,15,1.0,0.7961107336956521,1.0,35.86947791064191,15.06385542269142,25.466666666666665,35.53880349218497,8.461196507815028,22.0,53.80421686596287,22.595783134037138,38.2,4640.8942791401805,1628.5723875264855,3134.733333333333,7863.001527746874,3458.5984722531266,5660.8,masked_share_flat,74311521.51190215,73996446.48809785,74153984.0,0.0868937829730458,0.08507555036028754,0.08598466666666667
15,qiskit_opt3,configured local/preset diagnostic,6,0.642535572434923,0.19824228082594664,0.4,59.56594706532091,-1.5659470653209127,29.0,45.68497209073446,1.3150279092655417,23.5,113.59388514492629,-5.59388514492629,54.0,2121.6101855913953,378.3898144086047,1250.0,15678.221405506723,-30.221405506723386,7824.0,masked_share_flat,80209354.032884,74723211.30044934,77466282.66666667,0.1543418375956182,0.07732649573771515,0.11583416666666667
15,tket_paulisimp,external Pauli-network/global semantic,15,1.0,0.7961107336956521,1.0,190.13093395271838,15.735732713948295,102.93333333333334,162.6223455406069,9.64432112605978,86.13333333333334,375.0958716512385,127.43746168209486,251.26666666666668,6617.831368212319,2495.501965121015,4556.666666666667,45983.04105665512,15275.625610011544,30629.333333333332,masked_share_flat,157518493.80847114,142208217.6581955,149863355.73333332,0.43423469508002555,0.35015317158664105,0.3921939333333333
15,pyzx_full_reduce,external ZX/global-IR semantic,15,1.0,0.7961107336956521,1.0,298.472747726072,4.460585607261351,151.46666666666667,478.31052204701723,-5.643855380350516,236.33333333333334,985.9111534617455,68.35551320492112,527.1333333333333,11669.86986370125,1544.396802965416,6607.133333333333,87105.61112137948,5665.5888786205105,46385.6,masked_share_flat,111845955.0885818,110128845.97808486,110987400.53333333,0.43878561325031545,0.20397185341635132,0.3213787333333334
15,semantic_reference,instrumented semantic reference,15,1.0,0.7961107336956521,1.0,35.86947791064191,15.06385542269142,25.466666666666665,35.53880349218497,8.461196507815028,22.0,53.80421686596287,22.595783134037138,38.2,2382.306460087957,840.6268732453763,1611.4666666666667,7863.001527746874,3458.5984722531266,5660.8,locally_folded,74186873.31249693,73647050.95416975,73916962.13333334,0.09061732117245672,0.08386987882754329,0.0872436
15,phase_polynomial_reference,instrumented global phase table,15,1.0,0.7961107336956521,1.0,35.86947791064191,15.06385542269142,25.466666666666665,35.53880349218497,8.461196507815028,22.0,53.80421686596287,22.595783134037138,38.2,2382.306460087957,840.6268732453763,1611.4666666666667,7863.001527746874,3458.5984722531266,5660.8,locally_folded,74246477.58238848,74172901.61761151,74209689.6,0.09156190742788155,0.08408355923878512,0.08782273333333333
15,qiskit_opt3,configured local/preset diagnostic,15,1.0,0.7961107336956521,1.0,35.86947791064191,15.06385542269142,25.466666666666665,35.53880349218497,8.461196507815028,22.0,53.80421686596287,22.595783134037138,38.2,2382.306460087957,840.6268732453763,1611.4666666666667,7863.001527746874,3458.5984722531266,5660.8,locally_folded,77203478.63420464,75713854.6991287,76458666.66666667,0.0995354960698875,0.09597930393011252,0.09775740000000001
15,tket_paulisimp,external Pauli-network/global semantic,15,1.0,0.7961107336956521,1.0,185.3675764145529,11.965756918780457,98.66666666666667,160.87464514029034,7.925354859709657,84.4,362.6579022964414,120.14209770355859,241.4,5503.2463712198,1812.6202954468674,3657.9333333333334,43845.06051186036,14198.672821472965,29021.866666666665,locally_folded,157263293.1093304,142050541.5573363,149656917.33333334,0.4583165795789516,0.34306568708771507,0.40069113333333334
15,pyzx_full_reduce,external ZX/global-IR semantic,15,1.0,0.7961107336956521,1.0,298.472747726072,4.460585607261351,151.46666666666667,478.31052204701723,-5.643855380350516,236.33333333333334,985.9111534617455,68.35551320492112,527.1333333333333,10986.471504297882,821.5284957021167,5904.0,87105.61112137948,5665.5888786205105,46385.6,locally_folded,111776365.96730068,110080470.299366,110928418.13333334,0.4233194883408362,0.19010317832583043,0.30671133333333334
15,semantic_reference,instrumented semantic reference,15,1.0,0.7961107336956521,1.0,35.86947791064191,15.06385542269142,25.466666666666665,35.53880349218497,8.461196507815028,22.0,53.80421686596287,22.595783134037138,38.2,982.8751909683592,432.3248090316408,707.6,7863.001527746874,3458.5984722531266,5660.8,bridge_qasm2,74253355.3695429,74056797.16379043,74155076.26666667,0.09194525650592673,0.08288714349407326,0.0874162
15,phase_polynomial_reference,instrumented global phase table,15,1.0,0.7961107336956521,1.0,35.86947791064191,15.06385542269142,25.466666666666665,35.53880349218497,8.461196507815028,22.0,53.80421686596287,22.595783134037138,38.2,982.8751909683592,432.3248090316408,707.6,7863.001527746874,3458.5984722531266,5660.8,bridge_qasm2,74371958.33873186,74014652.86126813,74193305.6,0.09315706823146572,0.08325746510186763,0.08820726666666667
15,qiskit_opt3,configured local/preset diagnostic,15,1.0,0.7961107336956521,1.0,35.86947791064191,15.06385542269142,25.466666666666665,35.53880349218497,8.461196507815028,22.0,53.80421686596287,22.595783134037138,38.2,982.8751909683592,432.3248090316408,707.6,7863.001527746874,3458.5984722531266,5660.8,bridge_qasm2,76211730.3089698,75003851.55769688,75607790.93333334,0.10189691060984479,0.09461242272348852,0.09825466666666666
15,tket_paulisimp,external Pauli-network/global semantic,15,1.0,0.7961107336956521,1.0,185.3675764145529,11.965756918780457,98.66666666666667,160.87464514029034,7.925354859709657,84.4,362.6579022964414,120.14209770355859,241.4,5480.632563982545,1774.8341026841206,3627.733333333333,43845.06051186036,14198.672821472965,29021.866666666665,bridge_qasm2,157167689.5542563,141975751.51241037,149571720.53333333,0.4278479821497722,0.3466576178502278,0.3872528
15,pyzx_full_reduce,external ZX/global-IR semantic,15,1.0,0.7961107336956521,1.0,298.472747726072,4.460585607261351,151.46666666666667,478.31052204701723,-5.643855380350516,236.33333333333334,985.9111534617455,68.35551320492112,527.1333333333333,10888.201390172435,708.1986098275638,5798.2,87105.61112137948,5665.5888786205105,46385.6,bridge_qasm2,111760914.12039728,110074076.81293605,110917495.46666667,0.3801076511607687,0.20004301550589798,0.29007533333333335
